Gender,Country,Occupation,self_employed,family_history,treatment,Days_Indoors,Growing_Stress,Changes_Habits,Mental_Health_History,Mood_Swings,Coping_Struggles,Work_Interest,Social_Weakness
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Brazil,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Switzerland,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Denmark,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Denmark,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Sweden,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Italy,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,Yes,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Mexico,Others,Yes,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,India,Others,Yes,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,Yes,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,Yes,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Germany,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,France,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,India,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Sweden,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Israel,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Brazil,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,Yes,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Switzerland,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,South Africa,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Greece,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,India,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,Yes,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Germany,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Germany,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Moldova,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Sweden,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Israel,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,Yes,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,India,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Colombia,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Georgia,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Australia,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Brazil,Others,Yes,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Ireland,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Czech Republic,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Philippines,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Netherlands,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Greece,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United Kingdom,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Poland,Others,Yes,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Ireland,Others,No,No,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Australia,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,No,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,Yes,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,South Africa,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,No,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,United States,Others,No,Yes,Yes,31-60 days,No,No,Maybe,Low,No,Maybe,Yes
Male,Canada,Others,,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Canada,Others,,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Canada,Others,,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,France,Others,Yes,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,Yes,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Canada,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Portugal,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Canada,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Netherlands,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,France,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,Yes,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,Yes,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,Yes,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Brazil,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United Kingdom,Others,Yes,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,Canada,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,Yes,Yes,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
Male,United States,Others,No,No,No,15-30 days,Maybe,No,Yes,Medium,No,Maybe,No
